site,data_type,trend,h
Site_1650,min_level,decreasing,True
Site_1651,avg_level,decreasing,True
Site_1651,min_level,decreasing,True
Site_1652,avg_level,decreasing,True
Site_1652,min_level,decreasing,True
Site_1653,avg_level,decreasing,True
Site_1653,min_level,decreasing,True
Site_1654,avg_level,decreasing,True
Site_1654,min_level,decreasing,True
Site_1655,avg_level,decreasing,True
Site_1655,min_level,decreasing,True
Site_1656,avg_level,decreasing,True
Site_1656,min_level,decreasing,True
Site_1657,avg_level,decreasing,True
Site_1657,min_level,decreasing,True
Site_1658,avg_level,decreasing,True
Site_1658,min_level,decreasing,True
Site_1659,avg_level,decreasing,True
Site_1659,min_level,decreasing,True
Site_1660,avg_level,decreasing,True
Site_1660,min_level,decreasing,True
Site_1661,avg_level,decreasing,True
Site_1661,min_level,decreasing,True
Site_1662,avg_level,decreasing,True
Site_1662,min_level,decreasing,True
Site_1663,avg_level,decreasing,True
Site_1663,min_level,decreasing,True
Site_1664,avg_level,decreasing,True
Site_1664,min_level,decreasing,True
Site_1665,avg_level,decreasing,True
Site_1665,min_level,decreasing,True
Site_1666,avg_level,decreasing,True
Site_1666,min_level,decreasing,True
Site_1667,avg_level,decreasing,True
Site_1667,min_level,decreasing,True
Site_1668,avg_level,decreasing,True
Site_1668,min_level,decreasing,True
Site_1669,avg_level,decreasing,True
Site_1669,min_level,decreasing,True
Site_1670,avg_level,decreasing,True
Site_1670,min_level,decreasing,True
Site_1671,avg_level,decreasing,True
Site_1671,min_level,decreasing,True
Site_1672,avg_level,decreasing,True
Site_1672,min_level,decreasing,True
Site_1673,avg_level,decreasing,True
Site_1673,min_level,decreasing,True
Site_1674,avg_level,decreasing,True
Site_1674,min_level,decreasing,True
Site_1675,avg_level,decreasing,True
Site_1675,min_level,decreasing,True
Site_1676,avg_level,decreasing,True
Site_1676,min_level,decreasing,True
Site_1677,avg_level,decreasing,True
Site_1677,min_level,decreasing,True
Site_1678,avg_level,decreasing,True
Site_1678,min_level,decreasing,True
Site_1679,avg_level,decreasing,True
Site_1679,min_level,decreasing,True
Site_1680,avg_level,decreasing,True
Site_1680,min_level,decreasing,True
Site_1681,avg_level,decreasing,True
Site_1681,min_level,decreasing,True
Site_1682,avg_level,decreasing,True
Site_1682,min_level,decreasing,True
Site_1683,avg_level,decreasing,True
Site_1683,min_level,decreasing,True
Site_1684,avg_level,decreasing,True
Site_1684,min_level,decreasing,True
Site_1685,avg_level,decreasing,True
Site_1685,min_level,decreasing,True
Site_1686,avg_level,decreasing,True
Site_1686,min_level,decreasing,True
Site_1687,avg_level,decreasing,True
Site_1687,min_level,decreasing,True
Site_1688,avg_level,decreasing,True
Site_1688,min_level,decreasing,True
Site_1689,avg_level,decreasing,True
Site_1689,min_level,decreasing,True
Site_1690,avg_level,decreasing,True
Site_1690,min_level,decreasing,True
Site_1691,avg_level,decreasing,True
Site_1691,min_level,decreasing,True
Site_1692,avg_level,decreasing,True
Site_1692,min_level,decreasing,True
Site_1693,avg_level,decreasing,True
Site_1693,min_level,decreasing,True
Site_1694,avg_level,decreasing,True
Site_1694,min_level,decreasing,True
Site_1695,avg_level,decreasing,True
Site_1695,min_level,decreasing,True
Site_1696,avg_level,decreasing,True
Site_1696,min_level,decreasing,True
Site_1697,avg_level,decreasing,True
Site_1697,min_level,decreasing,True
Site_1698,avg_level,decreasing,True
Site_1698,min_level,decreasing,True
Site_1699,avg_level,decreasing,True
Site_1699,min_level,decreasing,True
Site_1700,avg_level,decreasing,True
Site_1700,min_level,decreasing,True
Site_1701,avg_level,decreasing,True
Site_1701,min_level,decreasing,True
Site_1702,avg_level,decreasing,True
Site_1702,min_level,decreasing,True
Site_1703,avg_level,decreasing,True
Site_1703,min_level,decreasing,True
Site_1704,avg_level,decreasing,True
Site_1704,min_level,decreasing,True
Site_1705,avg_level,decreasing,True
Site_1705,min_level,decreasing,True
Site_1706,avg_level,decreasing,True
Site_1706,min_level,decreasing,True
Site_1707,avg_level,decreasing,True
Site_1707,min_level,decreasing,True
Site_1708,avg_level,decreasing,True
Site_1708,min_level,decreasing,True
Site_1709,avg_level,decreasing,True
Site_1709,min_level,decreasing,True
Site_1710,avg_level,decreasing,True
Site_1710,min_level,decreasing,True
Site_1711,avg_level,decreasing,True
Site_1711,min_level,decreasing,True
Site_1712,avg_level,decreasing,True
Site_1712,min_level,decreasing,True
Site_1713,avg_level,decreasing,True
Site_1713,min_level,decreasing,True
Site_1714,avg_level,decreasing,True
Site_1714,min_level,decreasing,True
Site_1715,avg_level,decreasing,True
Site_1715,min_level,decreasing,True
Site_1716,avg_level,decreasing,True
Site_1716,min_level,decreasing,True
Site_1717,avg_level,decreasing,True
Site_1717,min_level,decreasing,True
Site_1718,avg_level,decreasing,True
Site_1718,min_level,decreasing,True
Site_1719,avg_level,decreasing,True
Site_1719,min_level,decreasing,True
Site_1720,avg_level,decreasing,True
Site_1720,min_level,decreasing,True
Site_1721,avg_level,decreasing,True
Site_1721,min_level,decreasing,True
Site_1722,avg_level,decreasing,True
Site_1722,min_level,decreasing,True
Site_1723,avg_level,decreasing,True
Site_1723,min_level,decreasing,True
Site_1724,avg_level,decreasing,True
Site_1724,min_level,decreasing,True
Site_1725,avg_level,decreasing,True
Site_1725,min_level,decreasing,True
Site_1726,avg_level,decreasing,True
Site_1726,min_level,decreasing,True
Site_1727,avg_level,decreasing,True
Site_1727,min_level,decreasing,True
Site_1728,avg_level,decreasing,True
Site_1728,min_level,decreasing,True
Site_1729,avg_level,decreasing,True
Site_1729,min_level,decreasing,True
Site_1730,avg_level,decreasing,True
Site_1730,min_level,decreasing,True
Site_1731,avg_level,decreasing,True
Site_1731,min_level,decreasing,True
Site_1732,avg_level,decreasing,True
Site_1732,min_level,decreasing,True
Site_1733,avg_level,decreasing,True
Site_1733,min_level,decreasing,True
Site_1734,avg_level,decreasing,True
Site_1734,min_level,decreasing,True
Site_1735,avg_level,decreasing,True
Site_1735,min_level,decreasing,True
Site_1736,avg_level,decreasing,True
Site_1736,min_level,decreasing,True
Site_1737,avg_level,decreasing,True
Site_1737,min_level,decreasing,True
Site_1738,avg_level,decreasing,True
Site_1738,min_level,decreasing,True
Site_1739,avg_level,decreasing,True
Site_1739,min_level,decreasing,True
Site_1740,avg_level,decreasing,True
Site_1740,min_level,decreasing,True
Site_1741,avg_level,decreasing,True
Site_1741,min_level,decreasing,True
Site_1742,avg_level,decreasing,True
Site_1742,min_level,decreasing,True
Site_1743,avg_level,decreasing,True
Site_1743,min_level,decreasing,True
Site_1744,avg_level,decreasing,True
Site_1744,min_level,decreasing,True
Site_1745,avg_level,decreasing,True
Site_1745,min_level,decreasing,True
Site_1746,avg_level,decreasing,True
Site_1746,min_level,decreasing,True
Site_1747,avg_level,decreasing,True
Site_1747,min_level,decreasing,True
Site_1748,avg_level,decreasing,True
Site_1748,min_level,decreasing,True
Site_1749,avg_level,decreasing,True
Site_1749,min_level,decreasing,True
Site_1750,avg_level,decreasing,True
Site_1750,min_level,decreasing,True
Site_1751,avg_level,decreasing,True
Site_1751,min_level,decreasing,True
Site_1752,avg_level,decreasing,True
Site_1752,min_level,decreasing,True
Site_1753,avg_level,decreasing,True
Site_1753,min_level,decreasing,True
Site_1754,avg_level,decreasing,True
Site_1754,min_level,decreasing,True
Site_1755,avg_level,decreasing,True
Site_1755,min_level,decreasing,True
Site_1756,avg_level,decreasing,True
Site_1756,min_level,decreasing,True
Site_1757,avg_level,decreasing,True
Site_1757,min_level,decreasing,True
Site_1758,avg_level,decreasing,True
Site_1758,min_level,decreasing,True
Site_1759,avg_level,decreasing,True
Site_1759,min_level,decreasing,True
Site_1760,avg_level,decreasing,True
Site_1760,min_level,decreasing,True
Site_1761,avg_level,decreasing,True
Site_1761,min_level,decreasing,True
Site_1762,avg_level,decreasing,True
Site_1762,min_level,decreasing,True
Site_1763,avg_level,decreasing,True
Site_1763,min_level,decreasing,True
Site_1764,avg_level,decreasing,True
Site_1764,min_level,decreasing,True
Site_1765,avg_level,decreasing,True
Site_1765,min_level,decreasing,True
Site_1766,avg_level,decreasing,True
Site_1766,min_level,decreasing,True
Site_1767,avg_level,decreasing,True
Site_1767,min_level,decreasing,True
Site_1768,avg_level,decreasing,True
Site_1768,min_level,decreasing,True
Site_1769,avg_level,decreasing,True
Site_1769,min_level,decreasing,True
Site_1770,avg_level,decreasing,True
Site_1770,min_level,decreasing,True
Site_1771,avg_level,decreasing,True
Site_1771,min_level,decreasing,True
Site_1772,avg_level,decreasing,True
Site_1772,min_level,decreasing,True
Site_1773,avg_level,decreasing,True
Site_1773,min_level,decreasing,True
Site_1774,avg_level,decreasing,True
Site_1774,min_level,decreasing,True
Site_1775,avg_level,decreasing,True
Site_1775,min_level,decreasing,True
Site_1776,avg_level,decreasing,True
Site_1776,min_level,decreasing,True
Site_1777,avg_level,decreasing,True
Site_1777,min_level,decreasing,True
Site_1778,avg_level,decreasing,True
Site_1778,min_level,decreasing,True
Site_1779,avg_level,decreasing,True
Site_1779,min_level,decreasing,True
Site_1780,avg_level,decreasing,True
Site_1780,min_level,decreasing,True
Site_1781,avg_level,decreasing,True
Site_1781,min_level,decreasing,True
Site_1782,avg_level,decreasing,True
Site_1782,min_level,decreasing,True
Site_1783,avg_level,decreasing,True
Site_1783,min_level,decreasing,True
Site_1784,avg_level,decreasing,True
Site_1784,min_level,decreasing,True
Site_1785,avg_level,decreasing,True
Site_1785,min_level,decreasing,True
Site_1786,avg_level,decreasing,True
Site_1786,min_level,decreasing,True
Site_1787,avg_level,decreasing,True
Site_1787,min_level,decreasing,True
Site_1788,avg_level,decreasing,True
Site_1788,min_level,decreasing,True
Site_1789,avg_level,decreasing,True
Site_1789,min_level,decreasing,True
Site_1790,avg_level,decreasing,True
Site_1790,min_level,decreasing,True
Site_1791,avg_level,decreasing,True
Site_1791,min_level,decreasing,True
Site_1792,avg_level,decreasing,True
Site_1792,min_level,decreasing,True
Site_1793,avg_level,decreasing,True
Site_1793,min_level,decreasing,True
Site_1794,avg_level,decreasing,True
Site_1794,min_level,decreasing,True
Site_1795,avg_level,decreasing,True
Site_1795,min_level,decreasing,True
Site_1796,avg_level,decreasing,True
Site_1796,min_level,decreasing,True
Site_1797,avg_level,decreasing,True
Site_1797,min_level,decreasing,True
Site_1798,avg_level,decreasing,True
Site_1798,min_level,decreasing,True
Site_1799,avg_level,decreasing,True
Site_1799,min_level,decreasing,True
Site_1800,avg_level,decreasing,True
Site_1800,min_level,decreasing,True
Site_1801,avg_level,decreasing,True
Site_1801,min_level,decreasing,True
Site_1802,avg_level,decreasing,True
Site_1802,min_level,decreasing,True
Site_1803,avg_level,decreasing,True
Site_1803,min_level,decreasing,True
Site_1804,avg_level,decreasing,True
Site_1804,min_level,decreasing,True
Site_1805,avg_level,decreasing,True
Site_1805,min_level,decreasing,True
Site_1806,avg_level,decreasing,True
Site_1806,min_level,decreasing,True
Site_1807,avg_level,decreasing,True
Site_1807,min_level,decreasing,True
Site_1808,avg_level,decreasing,True
Site_1808,min_level,decreasing,True
Site_1809,avg_level,decreasing,True
Site_1809,min_level,decreasing,True
Site_1810,avg_level,decreasing,True
Site_1810,min_level,decreasing,True
Site_1811,avg_level,decreasing,True
Site_1811,min_level,decreasing,True
Site_1812,avg_level,decreasing,True
Site_1812,min_level,decreasing,True
Site_1813,avg_level,decreasing,True
Site_1813,min_level,decreasing,True
Site_1814,avg_level,decreasing,True
Site_1814,min_level,decreasing,True
Site_1815,avg_level,decreasing,True
Site_1815,min_level,decreasing,True
Site_1816,avg_level,decreasing,True
Site_1816,min_level,decreasing,True
Site_1817,avg_level,decreasing,True
Site_1817,min_level,decreasing,True
Site_1818,avg_level,decreasing,True
Site_1818,min_level,decreasing,True
Site_1819,avg_level,decreasing,True
Site_1819,min_level,decreasing,True
Site_1820,avg_level,decreasing,True
Site_1820,min_level,decreasing,True
Site_1821,avg_level,decreasing,True
Site_1821,min_level,decreasing,True
Site_1822,avg_level,decreasing,True
Site_1822,min_level,decreasing,True
Site_1823,avg_level,decreasing,True
Site_1823,min_level,decreasing,True
Site_1824,avg_level,decreasing,True
Site_1824,min_level,decreasing,True
Site_1825,avg_level,decreasing,True
Site_1825,min_level,decreasing,True
Site_1826,avg_level,decreasing,True
Site_1826,min_level,decreasing,True
Site_1827,avg_level,decreasing,True
Site_1827,min_level,decreasing,True
Site_1828,avg_level,decreasing,True
Site_1828,min_level,decreasing,True
Site_1829,avg_level,decreasing,True
Site_1829,min_level,decreasing,True
Site_1830,avg_level,decreasing,True
Site_1830,min_level,decreasing,True
Site_1831,avg_level,decreasing,True
Site_1831,min_level,decreasing,True
Site_1832,avg_level,decreasing,True
Site_1832,min_level,decreasing,True
Site_1833,avg_level,decreasing,True
Site_1833,min_level,decreasing,True
Site_1834,avg_level,decreasing,True
Site_1834,min_level,decreasing,True
Site_1835,avg_level,decreasing,True
Site_1835,min_level,decreasing,True
Site_1836,avg_level,decreasing,True
Site_1836,min_level,decreasing,True
Site_1837,avg_level,decreasing,True
Site_1837,min_level,decreasing,True
Site_1838,avg_level,decreasing,True
Site_1838,min_level,decreasing,True
Site_1839,avg_level,decreasing,True
Site_1839,min_level,decreasing,True
Site_1840,avg_level,decreasing,True
Site_1840,min_level,decreasing,True
Site_1841,avg_level,decreasing,True
Site_1841,min_level,decreasing,True
Site_1842,avg_level,decreasing,True
Site_1842,min_level,decreasing,True
Site_1843,avg_level,decreasing,True
Site_1843,min_level,decreasing,True
Site_1844,avg_level,decreasing,True
Site_1844,min_level,decreasing,True
Site_1845,avg_level,decreasing,True
Site_1845,min_level,decreasing,True
Site_1846,avg_level,decreasing,True
Site_1846,min_level,decreasing,True
Site_1847,avg_level,decreasing,True
Site_1847,min_level,decreasing,True
Site_1848,avg_level,decreasing,True
Site_1848,min_level,decreasing,True
Site_1849,avg_level,decreasing,True
Site_1849,min_level,decreasing,True
Site_1850,avg_level,decreasing,True
Site_1850,min_level,decreasing,True
Site_1851,avg_level,decreasing,True
Site_1851,min_level,decreasing,True
Site_1852,avg_level,decreasing,True
Site_1852,min_level,decreasing,True
Site_1853,avg_level,decreasing,True
Site_1853,min_level,decreasing,True
Site_1854,avg_level,decreasing,True
Site_1854,min_level,decreasing,True
Site_1855,avg_level,decreasing,True
Site_1855,min_level,decreasing,True
Site_1856,avg_level,decreasing,True
Site_1856,min_level,decreasing,True
Site_1857,avg_level,decreasing,True
Site_1857,min_level,decreasing,True
Site_1858,avg_level,decreasing,True
Site_1858,min_level,decreasing,True
Site_1859,avg_level,decreasing,True
Site_1859,min_level,decreasing,True
Site_1860,avg_level,decreasing,True
Site_1860,min_level,decreasing,True
Site_1861,avg_level,decreasing,True
Site_1861,min_level,decreasing,True
Site_1862,avg_level,decreasing,True
Site_1862,min_level,decreasing,True
Site_1863,avg_level,decreasing,True
Site_1863,min_level,decreasing,True
Site_1864,avg_level,decreasing,True
Site_1864,min_level,decreasing,True
Site_1865,avg_level,decreasing,True
Site_1865,min_level,decreasing,True
Site_1866,avg_level,decreasing,True
Site_1866,min_level,decreasing,True
Site_1867,avg_level,decreasing,True
Site_1867,min_level,decreasing,True
Site_1868,avg_level,decreasing,True
Site_1868,min_level,decreasing,True
Site_1869,avg_level,decreasing,True
Site_1869,min_level,decreasing,True
Site_1870,avg_level,decreasing,True
Site_1870,min_level,decreasing,True
Site_1871,avg_level,decreasing,True
Site_1871,min_level,decreasing,True
Site_1872,avg_level,decreasing,True
Site_1872,min_level,decreasing,True
Site_1873,avg_level,decreasing,True
Site_1873,min_level,decreasing,True
Site_1874,avg_level,decreasing,True
Site_1874,min_level,decreasing,True
Site_1875,avg_level,decreasing,True
Site_1875,min_level,decreasing,True
Site_1876,avg_level,decreasing,True
Site_1876,min_level,decreasing,True
Site_1877,avg_level,decreasing,True
Site_1877,min_level,decreasing,True
Site_1878,avg_level,decreasing,True
Site_1878,min_level,decreasing,True
Site_1879,avg_level,decreasing,True
Site_1879,min_level,decreasing,True
Site_1880,avg_level,decreasing,True
Site_1880,min_level,decreasing,True
Site_1881,avg_level,decreasing,True
Site_1881,min_level,decreasing,True
Site_1882,avg_level,decreasing,True
Site_1882,min_level,decreasing,True
Site_1883,avg_level,decreasing,True
Site_1883,min_level,decreasing,True
Site_1884,avg_level,decreasing,True
Site_1884,min_level,decreasing,True
Site_1885,avg_level,decreasing,True
Site_1885,min_level,decreasing,True
Site_1886,avg_level,decreasing,True
Site_1886,min_level,decreasing,True
Site_1887,avg_level,decreasing,True
Site_1887,min_level,decreasing,True
Site_1888,avg_level,decreasing,True
Site_1888,min_level,decreasing,True
Site_1889,avg_level,decreasing,True
Site_1889,min_level,decreasing,True
Site_1890,avg_level,decreasing,True
Site_1890,min_level,decreasing,True
Site_1891,avg_level,decreasing,True
Site_1891,min_level,decreasing,True
Site_1892,avg_level,decreasing,True
Site_1892,min_level,decreasing,True
Site_1893,avg_level,decreasing,True
Site_1893,min_level,decreasing,True
Site_1894,avg_level,decreasing,True
Site_1894,min_level,decreasing,True
Site_1895,avg_level,decreasing,True
Site_1895,min_level,decreasing,True
Site_1896,avg_level,decreasing,True
Site_1896,min_level,decreasing,True
Site_1897,avg_level,decreasing,True
Site_1897,min_level,decreasing,True
Site_1898,avg_level,decreasing,True
Site_1898,min_level,decreasing,True
Site_1899,avg_level,decreasing,True
Site_1899,min_level,decreasing,True
Site_1900,avg_level,decreasing,True
Site_1900,min_level,decreasing,True
Site_1901,avg_level,decreasing,True
Site_1901,min_level,decreasing,True
Site_1902,avg_level,decreasing,True
Site_1902,min_level,decreasing,True
Site_1903,avg_level,decreasing,True
Site_1903,min_level,decreasing,True
Site_1904,avg_level,decreasing,True
Site_1904,min_level,decreasing,True
Site_1905,avg_level,decreasing,True
Site_1905,min_level,decreasing,True
Site_1906,avg_level,decreasing,True
Site_1906,min_level,decreasing,True
Site_1907,avg_level,decreasing,True
Site_1907,min_level,decreasing,True
Site_1908,avg_level,decreasing,True
Site_1908,min_level,decreasing,True
Site_1909,avg_level,decreasing,True
Site_1909,min_level,decreasing,True
Site_1910,avg_level,decreasing,True
Site_1910,min_level,decreasing,True
Site_1911,avg_level,decreasing,True
Site_1911,min_level,decreasing,True
Site_1912,avg_level,decreasing,True
Site_1912,min_level,decreasing,True
Site_1913,avg_level,decreasing,True
Site_1913,min_level,decreasing,True
Site_1914,avg_level,decreasing,True
Site_1914,min_level,decreasing,True
Site_1915,avg_level,decreasing,True
Site_1915,min_level,decreasing,True
Site_1916,avg_level,decreasing,True
Site_1916,min_level,decreasing,True
Site_1917,avg_level,decreasing,True
Site_1917,min_level,decreasing,True
Site_1918,avg_level,decreasing,True
Site_1918,min_level,decreasing,True
Site_1919,avg_level,decreasing,True
Site_1919,min_level,decreasing,True
Site_1920,avg_level,decreasing,True
Site_1920,min_level,decreasing,True
Site_1921,avg_level,decreasing,True
Site_1921,min_level,decreasing,True
Site_1922,avg_level,decreasing,True
Site_1922,min_level,decreasing,True
Site_1923,avg_level,decreasing,True
Site_1923,min_level,decreasing,True
Site_1924,avg_level,decreasing,True
Site_1924,min_level,decreasing,True
Site_1925,avg_level,decreasing,True
Site_1925,min_level,decreasing,True
Site_1926,avg_level,decreasing,True
Site_1926,min_level,decreasing,True
Site_1927,avg_level,decreasing,True
Site_1927,min_level,decreasing,True
Site_1928,avg_level,decreasing,True
Site_1928,min_level,decreasing,True
Site_1929,avg_level,decreasing,True
Site_1929,min_level,decreasing,True
Site_1930,avg_level,decreasing,True
Site_1930,min_level,decreasing,True
Site_1931,avg_level,decreasing,True
Site_1931,min_level,decreasing,True
Site_1932,avg_level,decreasing,True
Site_1932,min_level,decreasing,True
Site_1933,avg_level,decreasing,True
Site_1933,min_level,decreasing,True
Site_1934,avg_level,decreasing,True
Site_1934,min_level,decreasing,True
Site_1935,avg_level,decreasing,True
Site_1935,min_level,decreasing,True
Site_1936,avg_level,decreasing,True
Site_1936,min_level,decreasing,True
Site_1937,avg_level,decreasing,True
Site_1937,min_level,decreasing,True
Site_1938,avg_level,decreasing,True
Site_1938,min_level,decreasing,True
Site_1939,avg_level,decreasing,True
Site_1939,min_level,decreasing,True
Site_1940,avg_level,decreasing,True
Site_1940,min_level,decreasing,True
Site_1941,avg_level,decreasing,True
Site_1941,min_level,decreasing,True
Site_1942,avg_level,decreasing,True
Site_1942,min_level,decreasing,True
Site_1943,avg_level,decreasing,True
Site_1943,min_level,decreasing,True
Site_1944,avg_level,decreasing,True
Site_1944,min_level,decreasing,True
Site_1945,avg_level,decreasing,True
Site_1945,min_level,decreasing,True
Site_1946,avg_level,decreasing,True
Site_1946,min_level,decreasing,True
Site_1947,avg_level,decreasing,True
Site_1947,min_level,decreasing,True
Site_1948,avg_level,decreasing,True
Site_1948,min_level,decreasing,True
Site_1949,avg_level,decreasing,True
Site_1949,min_level,decreasing,True
Site_1950,avg_level,decreasing,True
Site_1950,min_level,decreasing,True
Site_1951,avg_level,decreasing,True
Site_1951,min_level,decreasing,True
Site_1952,avg_level,decreasing,True
Site_1952,min_level,decreasing,True
Site_1953,avg_level,decreasing,True
Site_1953,min_level,decreasing,True
Site_1954,avg_level,decreasing,True
Site_1954,min_level,decreasing,True
Site_1955,avg_level,decreasing,True
Site_1955,min_level,decreasing,True
Site_1956,avg_level,decreasing,True
Site_1956,min_level,decreasing,True
Site_1957,avg_level,decreasing,True
Site_1957,min_level,decreasing,True
Site_1958,avg_level,decreasing,True
Site_1958,min_level,decreasing,True
Site_1959,avg_level,decreasing,True
Site_1959,min_level,decreasing,True
Site_1960,avg_level,decreasing,True
Site_1960,min_level,decreasing,True
Site_1961,avg_level,decreasing,True
Site_1961,min_level,decreasing,True
Site_1962,avg_level,decreasing,True
Site_1962,min_level,decreasing,True
Site_1963,avg_level,decreasing,True
Site_1963,min_level,decreasing,True
Site_1964,avg_level,decreasing,True
Site_1964,min_level,decreasing,True
Site_1965,avg_level,decreasing,True
Site_1965,min_level,decreasing,True
Site_1966,avg_level,decreasing,True
Site_1966,min_level,decreasing,True
Site_1967,avg_level,decreasing,True
Site_1967,min_level,decreasing,True
Site_1968,avg_level,decreasing,True
Site_1968,min_level,decreasing,True
Site_1969,avg_level,decreasing,True
Site_1969,min_level,decreasing,True
Site_1970,avg_level,decreasing,True
Site_1970,min_level,decreasing,True
Site_1971,avg_level,decreasing,True
Site_1971,min_level,decreasing,True
Site_1972,avg_level,decreasing,True
Site_1972,min_level,decreasing,True
Site_1973,avg_level,decreasing,True
Site_1973,min_level,decreasing,True
Site_1974,avg_level,decreasing,True
Site_1974,min_level,decreasing,True
Site_1975,avg_level,decreasing,True
Site_1975,min_level,decreasing,True
Site_1976,avg_level,decreasing,True
Site_1976,min_level,decreasing,True
Site_1977,avg_level,decreasing,True
Site_1977,min_level,decreasing,True
Site_1978,avg_level,decreasing,True
Site_1978,min_level,decreasing,True
Site_1979,avg_level,decreasing,True
Site_1979,min_level,decreasing,True
Site_1980,avg_level,decreasing,True
Site_1980,min_level,decreasing,True
Site_1981,avg_level,decreasing,True
Site_1981,min_level,decreasing,True
Site_1982,avg_level,decreasing,True
Site_1982,min_level,decreasing,True
Site_1983,avg_level,decreasing,True
Site_1983,min_level,decreasing,True
Site_1984,avg_level,decreasing,True
Site_1984,min_level,decreasing,True
Site_1985,avg_level,decreasing,True
Site_1985,min_level,decreasing,True
Site_1986,avg_level,decreasing,True
Site_1986,min_level,decreasing,True
Site_1987,avg_level,decreasing,True
Site_1987,min_level,decreasing,True
Site_1988,avg_level,decreasing,True
Site_1988,min_level,decreasing,True
Site_1989,avg_level,decreasing,True
Site_1989,min_level,decreasing,True
Site_1990,avg_level,decreasing,True
Site_1990,min_level,decreasing,True
Site_1991,avg_level,decreasing,True
Site_1991,min_level,decreasing,True
Site_1992,avg_level,decreasing,True
Site_1992,min_level,decreasing,True
Site_1993,avg_level,decreasing,True
Site_1993,min_level,decreasing,True
Site_1994,avg_level,decreasing,True
Site_1994,min_level,decreasing,True
Site_1995,avg_level,decreasing,True
Site_1995,min_level,decreasing,True
Site_1996,avg_level,decreasing,True
Site_1996,min_level,decreasing,True
Site_1997,avg_level,decreasing,True
Site_1997,min_level,decreasing,True
Site_1998,avg_level,decreasing,True
Site_1998,min_level,decreasing,True
Site_1999,avg_level,decreasing,True
Site_1999,min_level,decreasing,True
Site_2000,avg_level,decreasing,True
Site_2000,min_level,decreasing,True
Site_2001,avg_level,decreasing,True
Site_2001,min_level,decreasing,True
Site_2002,avg_level,decreasing,True
Site_2002,min_level,decreasing,True
Site_2003,avg_level,decreasing,True
Site_2003,min_level,decreasing,True
Site_2004,avg_level,decreasing,True
Site_2004,min_level,decreasing,True
Site_2005,avg_level,decreasing,True
Site_2005,min_level,decreasing,True
Site_2006,avg_level,decreasing,True
Site_2006,min_level,decreasing,True
Site_2007,avg_level,decreasing,True
Site_2007,min_level,decreasing,True
Site_2008,avg_level,decreasing,True
Site_2008,min_level,decreasing,True
Site_2009,avg_level,decreasing,True
Site_2009,min_level,decreasing,True
Site_2010,avg_level,decreasing,True
Site_2010,min_level,decreasing,True
Site_2011,avg_level,decreasing,True
Site_2011,min_level,decreasing,True
Site_2012,avg_level,decreasing,True
Site_2012,min_level,decreasing,True
Site_2013,avg_level,decreasing,True
Site_2013,min_level,decreasing,True
Site_2014,avg_level,decreasing,True
Site_2014,min_level,decreasing,True
Site_2015,avg_level,decreasing,True
Site_2015,min_level,decreasing,True
Site_2016,avg_level,decreasing,True
Site_2016,min_level,decreasing,True
Site_2017,avg_level,decreasing,True
Site_2017,min_level,decreasing,True
Site_2018,avg_level,decreasing,True
Site_2018,min_level,decreasing,True
Site_2019,avg_level,decreasing,True
Site_2019,min_level,decreasing,True
Site_2020,avg_level,decreasing,True
Site_2020,min_level,decreasing,True
Site_2021,avg_level,decreasing,True
Site_2021,min_level,decreasing,True
Site_2022,avg_level,decreasing,True
Site_2022,min_level,decreasing,True
Site_2023,avg_level,decreasing,True
Site_2023,min_level,decreasing,True
Site_2024,avg_level,decreasing,True
Site_2024,min_level,decreasing,True
Site_2025,avg_level,decreasing,True
Site_2025,min_level,decreasing,True
Site_2026,avg_level,decreasing,True
Site_2026,min_level,decreasing,True
Site_2027,avg_level,decreasing,True
Site_2027,min_level,decreasing,True
Site_2028,avg_level,decreasing,True
Site_2028,min_level,decreasing,True
Site_2029,avg_level,decreasing,True
Site_2029,min_level,decreasing,True
Site_2030,avg_level,decreasing,True
Site_2030,min_level,decreasing,True
Site_2031,avg_level,decreasing,True
Site_2031,min_level,decreasing,True
Site_2032,avg_level,decreasing,True
Site_2032,min_level,decreasing,True
Site_2033,avg_level,decreasing,True
Site_2033,min_level,decreasing,True
Site_2034,avg_level,decreasing,True
Site_2034,min_level,decreasing,True
Site_2035,avg_level,decreasing,True
Site_2035,min_level,decreasing,True
Site_2036,avg_level,decreasing,True
Site_2036,min_level,decreasing,True
Site_2037,avg_level,decreasing,True
Site_2037,min_level,decreasing,True
Site_2038,avg_level,decreasing,True
Site_2038,min_level,decreasing,True
Site_2039,avg_level,decreasing,True
Site_2039,min_level,decreasing,True
Site_2040,avg_level,decreasing,True
Site_2040,min_level,decreasing,True
Site_2041,avg_level,decreasing,True
Site_2041,min_level,decreasing,True
Site_2042,avg_level,decreasing,True
Site_2042,min_level,decreasing,True
Site_2043,avg_level,decreasing,True
Site_2043,min_level,decreasing,True
Site_2044,avg_level,decreasing,True
Site_2044,min_level,decreasing,True
Site_2045,avg_level,decreasing,True
Site_2045,min_level,decreasing,True
Site_2046,avg_level,decreasing,True
Site_2046,min_level,decreasing,True
Site_2047,avg_level,decreasing,True
Site_2047,min_level,decreasing,True
Site_2048,avg_level,decreasing,True
Site_2048,min_level,decreasing,True
Site_2049,avg_level,decreasing,True
Site_2049,min_level,decreasing,True
