AgencyCd,SiteNo,AgencyNm,SiteName,DecLatVa,DecLongVa,HorzDatum,HorzMethod,HorzAcy,AltVa,AltUnits,AltUnitsNm,AltDatumCd,AltMethod,AltAcy,WellDepthUnits,WellDepthUnitsNm,NatAquiferCd,NatAqfrDesc,CountryCd,CountryNm,StateCd,StateNm,CountyCd,CountyNm,LocalAquiferName,SiteType,AquiferType,QwSnFlag,QwSnDesc,QwBaselineFlag,QwBaselineDesc,WlSysName,WlSnFlag,WlSnDesc,WlBaselineFlag,WlBaselineDesc,WlWellChars,WlWellCharsDesc,WlWellType,WlWellTypeDesc,WlWellPurpose,WlWellPurposeDesc,Link,WellDepth,QwSysName,QwWellChars,QwWellCharsDesc,QwWellType,QwWellTypeDesc,QwWellPurpose,QwWellPurposeDesc,WlWellPurposeNotes,Column1
CODWR,780.0,Colorado Division of Water Resources,NHP-AR-126,39.363441,-103.585087,NAD83,GPS,10 m,5607.78,1,Feet,NAVD88,USGS NED 10-meter DEM,1 m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,8,Colorado,73,Lincoln County,Ogallala aquifer,WELL,UNCONFINED,0,No,0,No,CO DWR HydroBase,1,Yes,1,Yes,3,Known Changes,1,Surveillance,2,Other,https://dwr.state.co.us/Tools/GroundWater/WaterLevels/780,102.0,,,,,,,,Domestic,
CODWR,771.0,Colorado Division of Water Resources,NHP-AR-119,39.447727,-103.427564,NAD83,GPS,10 m,5275.91,1,Feet,NAVD88,USGS NED 10-meter DEM,1 m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,8,Colorado,73,Lincoln County,Ogallala aquifer,WELL,UNCONFINED,0,No,0,No,CO DWR HydroBase,1,Yes,1,Yes,3,Known Changes,1,Surveillance,2,Other,https://dwr.state.co.us/Tools/GroundWater/WaterLevels/771,130.0,,,,,,,,Stock,
CODWR,149878.0,Colorado Division of Water Resources,NHP-AR-113,39.477752,-103.270529,NAD83,GPS,10 m,5085.0,1,Feet,NAVD88,USGS NED 10-meter DEM,1 m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,8,Colorado,73,Lincoln County,Ogallala,WELL,UNCONFINED,0,No,0,No,CO DWR HydroBase,1,Yes,1,Yes,3,Known Changes,1,Surveillance,2,Other,https://dwr.state.co.us/Tools/GroundWater/WaterLevels/149878,200.0,,,,,,,,Stock,
TWDB,2333603.0,Texas Water Development Board,2333603,33.447222,-101.911667,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3246.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2333603&Type=GWDB,,,,,,,,,,
TWDB,2333203.0,Texas Water Development Board,2333203,33.4725,-101.948056,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3292.0,1,Feet,NAVD88,Digital Elevation Model -DEM,3M,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2333203&Type=GWDB,,,,,,,,,,
TWDB,2327811.0,Texas Water Development Board,TWDB:2327811,33.52,-101.6975,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3127.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2327811&Type=GWDB,,,,,,,,,,
TWDB,2424602.0,Texas Water Development Board,TWDB:2424602,33.69,-102.001112,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3290.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2424602&Type=GWDB,,,,,,,,,,
TWDB,2335902.0,Texas Water Development Board,TWDB:2335902,33.4102778,-101.6380556,NAD83,Interpolated From Topo Map,+/- 1 Second,3077.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2335902&Type=GWDB,,,,,,,,,,
TWDB,2327207.0,Texas Water Development Board,TWDB:2327207,33.62,-101.679444,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3154.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2327207&Type=GWDB,,,,,,,,,,
TWDB,2335907.0,Texas Water Development Board,TWDB:2335907,33.41,-101.660278,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3091.0,1,Feet,NAVD88,Digital Elevation Model -DEM,3m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2335907&Type=GWDB,,,,,,,,,,
TWDB,2336702.0,Texas Water Development Board,TWDB:2336702,33.41,-101.585278,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3045.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2336702&Type=GWDB,,,,,,,,,,
TWDB,2336708.0,Texas Water Development Board,TWDB:2336708,33.4,-101.6013889,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3065.0,1,Feet,NAVD88,Digital Elevation Model -DEM,3m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2336708&Type=GWDB,,,,,,,,,,
TWDB,2319103.0,Texas Water Development Board,2319103,33.708889,-101.740556,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3242.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2319103&Type=GWDB,,,,,,,,,,
TWDB,2317901.0,Texas Water Development Board,2317901,33.628055,-101.916389,NAD83,Interpolated From Topo Map,+/- 1 Second,3234.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2317901&Type=GWDB,,,,,,,,,,
TWDB,2432318.0,Texas Water Development Board,TWDB:2432318,33.61,-102.035,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3326.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2432318&Type=GWDB,,,,,,,,,,
TWDB,2432608.0,Texas Water Development Board,TWDB:2432608,33.55,-102.020555,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3316.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2432608&Type=GWDB,,,,,,,,,,
TWDB,2440207.0,Texas Water Development Board,TWDB:2440207,33.48,-102.053612,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3321.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2440207&Type=GWDB,,,,,,,,,,
TWDB,2311801.0,Texas Water Development Board,TWDB:2311801,33.77,-101.705834,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3265.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2311801&Type=GWDB,,,,,,,,,,
TWDB,2311904.0,Texas Water Development Board,TWDB:2311904,33.76,-101.630833,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3235.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2311904&Type=GWDB,,,,,,,,,,
TWDB,2312401.0,Texas Water Development Board,TWDB:2312401,33.8,-101.612501,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3252.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2312401&Type=GWDB,,,,,,,,,,
TWDB,2317104.0,Texas Water Development Board,TWDB:2317104,33.72,-101.983055,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3324.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2317104&Type=GWDB,,,,,,,,,,
TWDB,2318109.0,Texas Water Development Board,TWDB:2318109,33.73,-101.836111,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3298.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2318109&Type=GWDB,,,,,,,,,,
TWDB,2328503.0,Texas Water Development Board,TWDB:2328503,33.57,-101.582778,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3129.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2328503&Type=GWDB,,,,,,,,,,
TWDB,2325401.0,Texas Water Development Board,TWDB:2325401,33.581944,-101.976111,NAD83,Interpolated from Highway or large-scale maps or with only fair location sketches,+/- 5 Seconds,3304.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2325401&Type=GWDB,,,,,,,,,,
TWDB,2335810.0,Texas Water Development Board,2335810,33.4065167,-101.6907306,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3108.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2335810&Type=GWDB,,,,,,,,,,
TWDB,2310502.0,Texas Water Development Board,TWDB:2310502,33.798334,-101.814723,NAD83,Interpolated From Topo Map,+/- 1 Second,3334.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2310502&Type=GWDB,,,,,,,,,,
TWDB,2311702.0,Texas Water Development Board,TWDB:2311702,33.781667,-101.748334,NAD83,Interpolated From Topo Map,+/- 1 Second,3289.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2311702&Type=GWDB,,,,,,,,,,
TWDB,2318802.0,Texas Water Development Board,TWDB:2318802,33.646111,-101.792778,NAD83,Interpolated From Topo Map,+/- 1 Second,3220.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2318802&Type=GWDB,,,,,,,,,,
TWDB,2319304.0,Texas Water Development Board,TWDB:2319304,33.7366667,-101.6538889,NAD83,Interpolated From Topo Map,+/- 1 Second,3241.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2319304&Type=GWDB,,,,,,,,,,
TWDB,2320401.0,Texas Water Development Board,TWDB:2320401,33.707501,-101.595,NAD83,Interpolated From Topo Map,+/- 1 Second,3202.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2320401&Type=GWDB,,,,,,,,,,
TWDB,2320805.0,Texas Water Development Board,TWDB:2320805,33.665001,-101.578611,NAD83,Interpolated From Topo Map,+/- 1 Second,3180.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,1,Yes,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2320805&Type=GWDB,,,,,,,,,,
TWDB,2326301.0,Texas Water Development Board,TWDB:2326301,33.608612,-101.768889,NAD83,Interpolated From Topo Map,+/- 1 Second,3192.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2326301&Type=GWDB,,,,,,,,,,
TWDB,2328203.0,Texas Water Development Board,TWDB:2328203,33.609167,-101.581389,NAD83,Interpolated From Topo Map,+/- 1 Second,3152.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2328203&Type=GWDB,,,,,,,,,,
TWDB,2335710.0,Texas Water Development Board,TWDB:2335710,33.412223,-101.713889,NAD83,Interpolated From Topo Map,+/- 1 Second,3122.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2335710&Type=GWDB,,,,,,,,,,
TWDB,2336201.0,Texas Water Development Board,TWDB:2336201,33.496389,-101.580833,NAD83,Interpolated From Topo Map,+/- 1 Second,3054.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2336201&Type=GWDB,,,,,,,,,,
TWDB,2336401.0,Texas Water Development Board,TWDB:2336401,33.445278,-101.594167,NAD83,Interpolated From Topo Map,+/- 1 Second,3056.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2336401&Type=GWDB,,,,,,,,,,
TWDB,2333901.0,Texas Water Development Board,TWDB:2333901,33.406945,-101.875833,NAD83,Interpolated From Topo Map,+/- 1 Second,3224.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2333901&Type=GWDB,,,,,,,,,,
TWDB,2334202.0,Texas Water Development Board,TWDB:2334202,33.488889,-101.795834,NAD83,Interpolated From Topo Map,+/- 1 Second,3162.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2334202&Type=GWDB,,,,,,,,,,
TWDB,2334502.0,Texas Water Development Board,TWDB:2334502,33.421389,-101.803612,NAD83,Interpolated From Topo Map,+/- 1 Second,3176.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2334502&Type=GWDB,,,,,,,,,,
TWDB,2334801.0,Texas Water Development Board,TWDB:2334801,33.399167,-101.810834,NAD83,Interpolated From Topo Map,+/- 1 Second,3176.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2334801&Type=GWDB,,,,,,,,,,
TWDB,2335101.0,Texas Water Development Board,TWDB:2335101,33.475833,-101.728889,NAD83,Interpolated From Topo Map,+/- 1 Second,3137.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2335101&Type=GWDB,,,,,,,,,,
TWDB,2335707.0,Texas Water Development Board,TWDB:2335707,33.399722,-101.723333,NAD83,Interpolated From Topo Map,+/- 1 Second,3126.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2335707&Type=GWDB,,,,,,,,,,
TWDB,2318704.0,Texas Water Development Board,2318704,33.636111,-101.869722,NAD83,Interpolated From Topo Map,+/- 1 Second,3233.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2318704&Type=GWDB,,,,,,,,,,
TWDB,2319818.0,Texas Water Development Board,2319818,33.6472722,-101.6668889,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3174.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2319818&Type=GWDB,,,,,,,,,,
TWDB,2312402.0,Texas Water Development Board,2312402,33.825278,-101.594722,NAD83,Interpolated From Topo Map,+/- 1 Second,3241.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2312402&Type=GWDB,,,,,,,,,,
TWDB,2311401.0,Texas Water Development Board,2311401,33.810834,-101.726111,NAD83,Interpolated From Topo Map,+/- 1 Second,3295.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,303,Lubbock County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2311401&Type=GWDB,,,,,,,,,,
